G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;25.12.13;12:00:00;Поступление товаров;00000116629;Номер документа в Е-Фарма 13390192;1;;;;;D23FBF58-D501-4D5A-9A51-F44BAED7EA58;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;807,92;;Роста;Договор поставки №76 от 02.09.2010 г.;13390192;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116631;Номер документа в Е-Фарма 13391015;1;;;;;179E4174-4D40-481E-B3B3-C55F6CA915F7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4041,28;;Роста;Договор поставки №76 от 02.09.2010 г.;13391015;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116643;Номер документа в Е-Фарма 13390848;1;;;;;AF200F50-1BFD-46C0-B945-1DEBD9134125;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5209,51;;Роста;Договор поставки №76 от 02.09.2010 г.;13390848;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116659;Номер документа в Е-Фарма 13393235;1;;;;;FD74EE3E-32D2-46FA-B5B0-02565E573AE1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;19684,68;;Роста;Договор поставки №76 от 02.09.2010 г.;13393235;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116668;Номер документа в Е-Фарма 13391912;1;;;;;615A81C5-BF97-4CE7-98FA-FE80CD6463DE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;972,4;;Роста;Договор поставки №76 от 02.09.2010 г.;13391912;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116669;Номер документа в Е-Фарма 13393080;1;;;;;DD3AE10B-0A54-4222-918F-497E46FE4650;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;672,83;;Роста;Договор поставки №76 от 02.09.2010 г.;13393080;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116680;Номер документа в Е-Фарма 13392517;1;;;;;20FA8364-E7E6-4260-A128-33EA8DB2253E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;354,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13392517;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116720;Номер документа в Е-Фарма 13390253;1;;;;;66A7E813-9B85-4109-81DD-682ED3C6A1BE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3586,12;;Роста;Договор поставки №76 от 02.09.2010 г.;13390253;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116721;Номер документа в Е-Фарма 13391324;1;;;;;A2291621-27DD-4614-9393-37E0299E1692;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1677,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13391324;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116755;Номер документа в Е-Фарма 13392207;1;;;;;2DF0F964-0FAC-414A-964B-30AA14CFBF6D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1049,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13392207;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116775;Номер документа в Е-Фарма 13392267;1;;;;;0B2E7D17-A6BF-4994-B6AB-9641C189D28D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11811,72;;Роста;Договор поставки №76 от 02.09.2010 г.;13392267;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116776;Номер документа в Е-Фарма 13392272;1;;;;;1851ED89-48AA-44D1-B6F0-38F448F27EEB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8591,76;;Роста;Договор поставки №76 от 02.09.2010 г.;13392272;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116786;Номер документа в Е-Фарма 13393254;1;;;;;A40EC419-96FB-42F6-956A-4FA45C478C2E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;16140,16;;Роста;Договор поставки №76 от 02.09.2010 г.;13393254;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116791;Номер документа в Е-Фарма 13391810;1;;;;;A46340EA-1FB3-422F-84B7-9371A0591607;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2416,37;;Роста;Договор поставки №76 от 02.09.2010 г.;13391810;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116806;Номер документа в Е-Фарма 13390830;1;;;;;C14DD669-DDBA-4779-A22F-D99FD3ECF928;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2734,52;;Роста;Договор поставки №76 от 02.09.2010 г.;13390830;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116807;Номер документа в Е-Фарма 13390984;1;;;;;D02F507C-B459-4166-A527-18ADD2DAA6A5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5599,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13390984;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116818;Номер документа в Е-Фарма 13390833;1;;;;;D71DEB7B-E5C5-4724-89CE-8398CD3C8F60;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1862,74;;Роста;Договор поставки №76 от 02.09.2010 г.;13390833;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116826;Номер документа в Е-Фарма 13390213;1;;;;;F05728D4-BAEB-4068-BDAA-64E343AD0367;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;349,09;;Роста;Договор поставки №76 от 02.09.2010 г.;13390213;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116829;Номер документа в Е-Фарма 13393260;1;;;;;657CBAA1-0629-4596-B953-2D7454FA9318;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7948,11;;Роста;Договор поставки №76 от 02.09.2010 г.;13393260;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116836;Номер документа в Е-Фарма 13393015;1;;;;;4A4A6C8F-DF4A-47A5-8C61-D05E510EB018;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11345,93;;Роста;Договор поставки №76 от 02.09.2010 г.;13393015;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116837;Номер документа в Е-Фарма 13391016;1;;;;;306F369C-055E-46CE-8D2E-5FD9BF611189;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11865,43;;Роста;Договор поставки №76 от 02.09.2010 г.;13391016;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116845;Номер документа в Е-Фарма 13390053;1;;;;;A3FDAEAD-926E-4C2A-B39C-DD13C161EF48;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;15346,36;;Роста;Договор поставки №76 от 02.09.2010 г.;13390053;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116846;Номер документа в Е-Фарма 13390232;1;;;;;4F6E32C4-8071-4607-843C-7C915D200D1F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;120,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13390232;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116848;Номер документа в Е-Фарма 13393889;1;;;;;05826350-4152-4E4E-8433-8245602040BD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10778,68;;Роста;Договор поставки №76 от 02.09.2010 г.;13393889;24.12.13;24.12.13
;+;26.12.13;10:37:56;Поступление товаров;00000116896;Номер документа в Е-Фарма 13398235;1;;;;;9B601651-0A09-4DB8-AFE4-06BB070175BB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1154,72;;Роста;Договор поставки №76 от 02.09.2010 г.;13398235;25.12.13;25.12.13
;+;26.12.13;10:37:56;Поступление товаров;00000116932;Номер документа в Е-Фарма 13390982;1;;;;;A0064E96-7CED-4F03-954B-6D0B10EEF39B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10687,69;;Роста;Договор поставки №76 от 02.09.2010 г.;13390982;24.12.13;24.12.13
;+;26.12.13;10:37:56;Поступление товаров;00000116954;Номер документа в Е-Фарма 13398450;1;;;;;CBB271A6-BB0B-4AA9-AE43-19E9669ABD06;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2221,38;;Роста;Договор поставки №76 от 02.09.2010 г.;13398450;25.12.13;25.12.13
;+;26.12.13;10:37:56;Поступление товаров;00000116968;Номер документа в Е-Фарма 13390194;1;;;;;C9723660-FC43-493A-A029-71F5F85374EE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;186,45;;Роста;Договор поставки №76 от 02.09.2010 г.;13390194;24.12.13;24.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117181;Номер документа в Е-Фарма 13404752;1;;;;;C32532F5-DE32-423E-9F16-C489C4FC3F5B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3243,34;;Роста;Договор поставки №76 от 02.09.2010 г.;13404752;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117183;Номер документа в Е-Фарма 13405438;1;;;;;D403559F-EE3F-49B5-B25A-D2FD5D6EBC2F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3518,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13405438;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117185;Номер документа в Е-Фарма 13406934;1;;;;;2699D649-B7AA-4451-BD3C-C3E8C1B48133;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5318,96;;Роста;Договор поставки №76 от 02.09.2010 г.;13406934;27.12.13;27.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117202;Номер документа в Е-Фарма 13403444;1;;;;;696223CB-5E63-499B-8E0B-9A90BDAD5B38;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1525,26;;Роста;Договор поставки №76 от 02.09.2010 г.;13403444;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117226;Номер документа в Е-Фарма 13405494;1;;;;;5A699FBA-F631-43C9-813E-40DC6EC1A52D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2526,36;;Роста;Договор поставки №76 от 02.09.2010 г.;13405494;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117251;Номер документа в Е-Фарма 13405535;1;;;;;F77ABC20-18DA-4D66-8969-E4FA3C942808;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8640,87;;Роста;Договор поставки №76 от 02.09.2010 г.;13405535;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117257;Номер документа в Е-Фарма 13402796;1;;;;;B7D93A84-3E99-4142-88A5-3A897A76C394;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5347,33;;Роста;Договор поставки №76 от 02.09.2010 г.;13402796;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117287;Номер документа в Е-Фарма 13406973;1;;;;;73C889B3-C124-4495-B7B0-919530F5C493;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9542,97;;Роста;Договор поставки №76 от 02.09.2010 г.;13406973;27.12.13;27.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117288;Номер документа в Е-Фарма 13407398;1;;;;;3F537835-69F7-4D26-9382-D69ACBD96002;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6382,03;;Роста;Договор поставки №76 от 02.09.2010 г.;13407398;27.12.13;27.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117301;Номер документа в Е-Фарма 13403840;1;;;;;18D7FDBF-A4A2-4FFB-B8B3-47FAD40ABEC4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7627,89;;Роста;Договор поставки №76 от 02.09.2010 г.;13403840;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117311;Номер документа в Е-Фарма 13402835;1;;;;;1C522872-778A-459F-89DC-4B65D23493D2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1245,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13402835;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117315;Номер документа в Е-Фарма 13403420;1;;;;;7B4567D3-082A-4341-9C99-3DC627B3A974;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;16040,71;;Роста;Договор поставки №76 от 02.09.2010 г.;13403420;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117360;Номер документа в Е-Фарма 13404844;1;;;;;FCB3B0F2-28D7-43E3-B73C-C9C71B1C44C6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5050,39;;Роста;Договор поставки №76 от 02.09.2010 г.;13404844;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117361;Номер документа в Е-Фарма 13404425;1;;;;;504A5EA2-0343-45C7-984B-ED85A28E9160;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2959,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13404425;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117383;Номер документа в Е-Фарма 13404670;1;;;;;8B57F406-98CC-4D11-BF10-418A3A5D05A0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4905,21;;Роста;Договор поставки №76 от 02.09.2010 г.;13404670;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117384;Номер документа в Е-Фарма 13407219;1;;;;;529F1C60-1DA5-4D31-A7B3-45CC1AFD0FFD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;86928,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13407219;27.12.13;27.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117392;Номер документа в Е-Фарма 13405283;1;;;;;2BBAA794-4384-47E3-A1F0-89B9503806A8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;69133,26;;Роста;Договор поставки №76 от 02.09.2010 г.;13405283;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117400;Номер документа в Е-Фарма 13406279;1;;;;;923A28E1-3240-4878-87F2-7CF94E467393;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1437,35;;Роста;Договор поставки №76 от 02.09.2010 г.;13406279;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117402;Номер документа в Е-Фарма 13403442;1;;;;;4517AD95-2D05-464E-B0C9-D887FECCAFE3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;587,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13403442;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117405;Номер документа в Е-Фарма 13403691;1;;;;;79B8F0DF-E6BD-4E3A-9654-DA1B8CE6CEFD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2609,64;;Роста;Договор поставки №76 от 02.09.2010 г.;13403691;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117407;Номер документа в Е-Фарма 13403460;1;;;;;4073B7E6-5A64-43CE-88CB-5198C8C0887F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10010,55;;Роста;Договор поставки №76 от 02.09.2010 г.;13403460;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117418;Номер документа в Е-Фарма 13407167;1;;;;;9CE440BF-D6ED-4395-8115-E8955C11CE42;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8410,88;;Роста;Договор поставки №76 от 02.09.2010 г.;13407167;27.12.13;27.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117423;Номер документа в Е-Фарма 13403441;1;;;;;66AC1132-1D56-4DC7-9944-4111A608999C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6230,08;;Роста;Договор поставки №76 от 02.09.2010 г.;13403441;26.12.13;26.12.13
;+;27.12.13;12:00:00;Поступление товаров;00000117426;Номер документа в Е-Фарма 13403454;1;;;;;69A659E3-DC1F-4F72-873B-2924E5320D55;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;692,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13403454;26.12.13;26.12.13
