G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;16.12.13;12:00:00;Поступление товаров;00000115010;Номер документа в Е-Фарма 464500;1;;;;;8DD847BE-10C9-4DD2-BD60-C956EDD67E26;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6312,79;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);464500;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000115012;Номер документа в Е-Фарма 463958;1;;;;;C525391F-8F32-41FE-916F-A3EE6F5C1AC1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3443,44;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);463958;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000115013;Номер документа в Е-Фарма 464085;1;;;;;CC846D5D-503F-4626-BA3A-BA2A5DFA5442;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4468,48;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);464085;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000115039;Номер документа в Е-Фарма 463653;1;;;;;32AF0071-189D-4224-9DDD-4DF211C3E430;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5311,07;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);463653;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000115049;Номер документа в Е-Фарма 463026;1;;;;;C6CD7E08-BF1C-4765-8615-27D99FD59D92;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7810,54;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);463026;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000115050;Номер документа в Е-Фарма 463366;1;;;;;0F1F6650-E209-42BC-9C8B-B7010344E649;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2103,85;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);463366;13.12.13;13.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115061;Номер документа в Е-Фарма 464886;1;;;;;758C7BC2-B01C-440C-A253-3CD49548F446;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;454,74;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);464886;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115062;Номер документа в Е-Фарма 465026;1;;;;;13B3A68C-E8CB-4593-B3DA-444B8EE85C39;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11760,93;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465026;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115063;Номер документа в Е-Фарма 465626;1;;;;;6D2D0430-8672-4EAE-8092-42A6DCB2E2B4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3410,61;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465626;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115064;Номер документа в Е-Фарма 465831;1;;;;;356A55E7-6D7E-4A3D-93FB-AADC19D31F96;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2484,77;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465831;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115067;Номер документа в Е-Фарма 465592;1;;;;;78342D7A-419E-494D-BB19-2DD25375FC84;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;29280,35;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465592;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115087;Номер документа в Е-Фарма 465450;1;;;;;03A71C7C-2B62-4BA0-B1B1-582A3E3C79D7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;64919,27;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465450;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115089;Номер документа в Е-Фарма 466047;1;;;;;C1B10E91-4714-4BE4-9F23-205994BB089B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10515,41;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466047;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115118;Номер документа в Е-Фарма 465627;1;;;;;0EBFBF17-0BB6-48DE-BAC1-8B147696E56D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9328,11;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465627;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115120;Номер документа в Е-Фарма 466253;1;;;;;F3151DC2-AF12-4A59-A12B-EDD80CA6C56B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;117862,49;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466253;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115122;Номер документа в Е-Фарма 466792;1;;;;;F861DA93-1FE7-4DFA-8FC9-C7794AD5DE49;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2513,61;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466792;17.12.13;17.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115123;Номер документа в Е-Фарма 466176;1;;;;;7E6D3863-2EC2-404E-8DC9-B5606C5F0403;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;39132,66;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466176;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115127;Номер документа в Е-Фарма 464708;1;;;;;3EDAD419-3893-45A2-843B-43CEC623A0D8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3809,1;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);464708;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115128;Номер документа в Е-Фарма 465114;1;;;;;B65FEAAC-DBAD-491D-9996-888B0B2BEA25;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2234,62;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465114;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115131;Номер документа в Е-Фарма 466659;1;;;;;C4D27B47-2FF7-4797-9DD3-4469CA4E1F52;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;19866,73;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466659;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115135;Номер документа в Е-Фарма 465625;1;;;;;3922C5E8-11E1-45F8-ABED-371D79B9441F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6635,78;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465625;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115136;Номер документа в Е-Фарма 465410;1;;;;;F0ECF60F-E0D3-4290-A6CB-3F5A1EEE0A29;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;30933,68;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465410;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115139;Номер документа в Е-Фарма 465329;1;;;;;CD40B2BA-377E-43DE-9408-C0DB09BFC1CE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;33775,24;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465329;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115158;Номер документа в Е-Фарма 466896;1;;;;;AF0050FB-3168-45D7-8FA5-D3BD54B1729F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2570,2;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466896;17.12.13;17.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115159;Номер документа в Е-Фарма 466953;1;;;;;A032ADAE-32DB-4DEF-BB6A-29509AE1EC74;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;60771,52;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466953;17.12.13;17.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115174;Номер документа в Е-Фарма 464864;1;;;;;D8CAE506-BFC4-47CD-9D79-76A883FA2A82;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3665,27;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);464864;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115175;Номер документа в Е-Фарма 466252;1;;;;;FE32A47C-B710-4694-83E7-1A883FB20C92;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;27448,03;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466252;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115176;Номер документа в Е-Фарма 465727;1;;;;;20F72E37-1860-4ACF-9B9A-F55198684663;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;45424,07;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465727;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115177;Номер документа в Е-Фарма 466215;1;;;;;AEB80B8E-259F-41AE-9884-E215E779B7EB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6275,75;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466215;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115179;Номер документа в Е-Фарма 465343;1;;;;;7C7387C9-D916-4EDE-9BF0-EF7B04FE3669;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;23956,64;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465343;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115182;Номер документа в Е-Фарма 465630;1;;;;;5CCA2B61-8684-4E94-8F6F-D3B8E906A497;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;13784,54;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465630;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115237;Номер документа в Е-Фарма 466560;1;;;;;6C63C767-7441-47F1-A975-8D837EC1E9F8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;15121,65;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);466560;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115271;Номер документа в Е-Фарма 465634;1;;;;;F47600BC-48B5-48CD-80AE-7ABC4128DE3D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4550,61;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465634;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115272;Номер документа в Е-Фарма 465635;1;;;;;89DEBDC5-16A4-4E1F-838B-CB1C11830DA1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9037,07;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465635;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115294;Номер документа в Е-Фарма 467131;1;;;;;9AD7F981-CE9C-407E-8650-933B132464E0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;45193,02;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467131;17.12.13;17.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115303;Номер документа в Е-Фарма 465039;1;;;;;BD9DCE3F-5241-4F03-8A66-EB7B6A0AA8E3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3488,65;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465039;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115315;Номер документа в Е-Фарма 465529;1;;;;;C9D96F9F-CDF6-4D78-94F0-16294DA7E2E2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2965,43;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465529;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115316;Номер документа в Е-Фарма 465628;1;;;;;CF18326B-82A4-4AB8-B297-4FEAB3C3ABCF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;26260,02;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465628;16.12.13;16.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115322;Номер документа в Е-Фарма 468320;1;;;;;F6B14860-4508-488D-9138-61706055D1DF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;25267,82;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468320;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115323;Номер документа в Е-Фарма 468060;1;;;;;9E7D5B7B-15CC-45C1-96D0-054F3B8A07BB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;38612,27;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468060;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115325;Номер документа в Е-Фарма 468238;1;;;;;C6CACF9E-FDAB-497A-A753-139F49DE7CA1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3531;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468238;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115326;Номер документа в Е-Фарма 468385;1;;;;;26C46199-9574-4CD4-982C-639F07EDD5E3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2353,38;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468385;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115327;Номер документа в Е-Фарма 468431;1;;;;;629B162D-6243-4DB2-8C3C-C3DEE80D94F8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3756,17;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468431;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115344;Номер документа в Е-Фарма 467726;1;;;;;B5717D38-E25B-4045-B002-76BB62BD2F6E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;111,54;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467726;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115345;Номер документа в Е-Фарма 467952;1;;;;;F2168811-5ED1-4F2F-BEF0-1695862E0E63;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3862,39;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467952;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115356;Номер документа в Е-Фарма 468041;1;;;;;2C82D81D-6DB2-4B49-AEF6-42E25864298E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5467,55;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468041;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115358;Номер документа в Е-Фарма 468380;1;;;;;D3163292-D2B4-4979-BA91-C621095985C5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8895,76;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468380;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115366;Номер документа в Е-Фарма 468902;1;;;;;EDB530E8-346F-4FEC-9F0A-129E66C0B963;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5287,1;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468902;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115372;Номер документа в Е-Фарма 467865;1;;;;;D8F1389B-12B7-4A5F-B21A-CA32200A95F4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9239,66;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467865;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115374;Номер документа в Е-Фарма 468171;1;;;;;DBD7FB6A-D53B-4D18-A433-211038685618;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;15482,8;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468171;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115375;Номер документа в Е-Фарма 468228;1;;;;;3F182831-F993-4966-8E4E-551618163A39;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3531;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468228;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115387;Номер документа в Е-Фарма 468506;1;;;;;2A3F9F07-DD97-4A0D-BB77-7A9345A85DE3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2470,05;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468506;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115388;Номер документа в Е-Фарма 468831;1;;;;;04612B85-D485-4EFA-BD27-A6925F9F2696;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4310,09;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468831;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115389;Номер документа в Е-Фарма 467986;1;;;;;58533807-4FF0-4E5A-9571-65E3CE2CAFAC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;38674,96;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467986;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115390;Номер документа в Е-Фарма 468054;1;;;;;DCFD7081-8C0E-4261-945A-6BCE8A7A5A67;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7449,97;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468054;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115391;Номер документа в Е-Фарма 468158;1;;;;;9C4994F5-1F95-4D51-8219-876AF3377717;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3501,74;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468158;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115393;Номер документа в Е-Фарма 468194;1;;;;;4B6DCEA9-CBEC-449D-9847-7D50992FF63E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2354;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468194;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115403;Номер документа в Е-Фарма 467385;1;;;;;8CF60D41-E97D-414B-9204-1F27CFCACB9C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9314,82;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467385;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115409;Номер документа в Е-Фарма 467816;1;;;;;FF4E9DBA-185E-4FDF-8C96-B33CE996D556;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5988,1;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467816;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115413;Номер документа в Е-Фарма 468242;1;;;;;D025AA92-440D-4D04-B5ED-923885E15285;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2327,95;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468242;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115414;Номер документа в Е-Фарма 468166;1;;;;;5D62D3BA-13E3-458F-92B6-CB749FB60908;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2354;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468166;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115415;Номер документа в Е-Фарма 468096;1;;;;;33437B09-2735-4AEB-8976-7884BFE50746;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12285,34;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468096;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115424;Номер документа в Е-Фарма 467809;1;;;;;6B221D48-D08E-4ACE-8373-425444D5679A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;14429,8;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467809;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115432;Номер документа в Е-Фарма 465528;1;;;;;3F9DA313-7CEC-41EE-B1DB-F280558488FC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;43795,46;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465528;16.12.13;16.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115443;Номер документа в Е-Фарма 467684;1;;;;;DF5D56D5-3570-4201-B63B-77A8C682E977;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8214,33;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467684;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115445;Номер документа в Е-Фарма 468195;1;;;;;0C804ACE-1038-444E-ABDA-B459C4701858;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;44036,97;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468195;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115446;Номер документа в Е-Фарма 468504;1;;;;;790F5AA1-FBA7-436F-A984-BD6CD9EFE95C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4077,31;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468504;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115450;Номер документа в Е-Фарма 468961;1;;;;;711A5153-117E-474A-920F-D9B239D29C14;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4004,7;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468961;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115472;Номер документа в Е-Фарма 468167;1;;;;;A4DC0528-D8B4-480B-BC18-B7069FB6E68F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2354;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468167;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115475;Номер документа в Е-Фарма 467641;1;;;;;37B9DA2A-28EA-4183-8ABF-E2D2246025D4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5448,65;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467641;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115482;Номер документа в Е-Фарма 468994;1;;;;;9701C6D0-55BD-45E8-B270-C448965B5959;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6663,42;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468994;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115484;Номер документа в Е-Фарма 467929;1;;;;;88C7F3E2-9241-4FB1-BF18-3A035C1ADB9F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7295,14;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467929;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115488;Номер документа в Е-Фарма 468915;1;;;;;571A54F8-97CA-46C5-9453-E8C37CADBBCC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5964,74;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468915;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115494;Номер документа в Е-Фарма 467820;1;;;;;47D2EA22-35FA-42CC-B7DF-C0ACE5204D85;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3578,75;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467820;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115495;Номер документа в Е-Фарма 468465;1;;;;;325E9747-33D0-43F7-9FC6-61E0B5C525E8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6169,22;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468465;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115496;Номер документа в Е-Фарма 468466;1;;;;;BF7987CD-07B7-4A3E-AE4E-1AA6464B8482;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12294,99;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468466;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115538;Номер документа в Е-Фарма 468173;1;;;;;771C7624-41BB-4D56-8010-0AA6131BF494;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5642,56;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468173;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115551;Номер документа в Е-Фарма 464709;1;;;;;BA35E76B-89D0-4211-A2EF-1F330EB4713E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3130,38;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);464709;16.12.13;16.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115552;Номер документа в Е-Фарма 465409;1;;;;;FF3D39D8-8F8F-4439-B150-F25E2F3EAB32;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2238,72;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465409;16.12.13;16.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115553;Номер документа в Е-Фарма 468525;1;;;;;CAFCC02E-ABA7-4AC4-98C1-819954116E1A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2775,56;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468525;17.12.13;17.12.13
